Bird,ORICOLL,AGECOLL,MTHCOLL,AGECURR,scapsH,scapsS,scapsB,breastH,breastS,breastB,crownH,crownS,crownB
587,orientalis,NA,dec,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,orientalis,NA,apr,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,orientalis,NA,feb,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,orientalis,NA,oct,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,orientalis,ad,jan,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,orientalis,ad,jan,1892,28.67858824,60.57647059,12.57176471,30.63529412,58.64117647,35.48039216,26.48329412,60.71882353,14.19254902
593,orientalis,1y,oct,1857,34.10117647,59.04039216,6.301568627,28.52470588,59.49843137,18.41921569,NA,NA,NA
594,orientalis,ad,dec,1871,30.58164706,60.17411765,12.11176471,30.00705882,57.62156863,29.84196078,27.80894118,61.19843137,14.05843137
595,orientalis,ad,oct,1943,30.76658824,57.69843137,14.14784314,31.20282353,55.04156863,35.6172549,27.86258824,59.02509804,16.37098039
596,orientalis,1y,oct,1943,28.51482353,59.20235294,12.70980392,31.10541176,55.85215686,32.37529412,27.59858824,62.6372549,15.17882353
597,orientalis,ad,dec,1869,28.82823529,58.36470588,13.81960784,31.24517647,50.20823529,46.14627451,26.68235294,60.11686275,17.67137255
598,orientalis,ad,mar,1880,31.86070588,58.14901961,8.154117647,30.68470588,55.84392157,35.13960784,26.77552941,58.72235294,14.00666667
599,orientalis,ad,nov,1965,32.24611765,59.25176471,12.02901961,30.32188235,58.3454902,30.17490196,28.35388235,66.51137255,16.43098039
600,orientalis,ad,feb,1872,NA,NA,NA,27.54494118,49.53372549,26.15254902,32.89552941,59.10352941,10.30980392
601,orientalis,ad,dec,1925,32.45788235,59.41176471,13.06078431,28.64894118,55.87019608,34.33529412,28.25364706,58.49882353,17.07019608
602,orientalis,1y,oct,1887,31.08705882,58.57058824,9.654901961,31.33835294,52.02,37.7854902,28.26494118,57.88705882,14.33098039
603,orientalis,ad,feb,1871,32.184,59.60313725,12.21411765,30.39670588,58.51960784,30.4345098,NA,NA,NA
604,orientalis,ad,nov,1871,29.28705882,61.43137255,14.72235294,29.79529412,61.65098039,27.28117647,29.90117647,60.03843137,21.04
605,orientalis,ad,feb,1876,28.93411765,56.3054902,6.980784314,31.23811765,52.15411765,38.25254902,NA,NA,NA
606,orientalis,1y,nov,1874,28.33694118,59.89568627,13.50392157,30.75247059,55.27647059,29.4572549,27.07058824,61.19843137,15.95764706
607,orientalis,ad,dec,1879,30.32752941,57.88666667,15.75529412,30.88658824,48.16588235,46.52705882,28.46541176,58.41254902,20.35607843
608,orientalis,ad,feb,1878,28.89317647,59.40431373,17.43333333,30.48282353,49.76392157,36.33529412,27.15105882,53.32980392,25.02941176
609,orientalis,ad,nov,1923,28.33552941,59.24745098,19.34156863,33.60564706,54.82823529,45.76941176,28.07294118,57.16980392,16.89137255
610,orientalis,1y,oct,1917,28.09552941,57.18313725,13.12941176,31.83529412,48.79529412,35.38078431,28.992,61.47921569,16.64392157
611,orientalis,ad,sep,1915,29.70635294,57.72745098,13.2427451,31.58258824,59.21254902,37.52196078,28.464,63.00588235,16.62235294
612,orientalis,ad,sep,1915,29.88705882,60.85882353,12.57647059,32.92235294,53.5972549,50.04117647,28.59247059,61.31607843,20.37607843
613,orientalis,ad,feb,1932,29.90682353,57.36862745,16.72078431,31.58541176,56.14901961,37.65372549,28.78164706,58.93803922,18.80941176
614,orientalis,1y,oct,1937,NA,NA,NA,32.16988235,63.70156863,29.74039216,28.85505882,63.76941176,18.28941176
615,orientalis,ad,aug,1934,29.50588235,62.49568627,12.30039216,32.21505882,63.73294118,29.53803922,27.99811765,63.12039216,15.74941176
616,orientalis,ad,mar,1930,31.92705882,59.57411765,12.89803922,31.18588235,47.52901961,53.97411765,NA,NA,NA
617,orientalis,ad,may,1921,28.25929412,61.2054902,13.37058824,29.232,56.91372549,27.75803922,27.65505882,62.13882353,11.32588235
618,orientalis,ad,mar,1886,32.65270588,60.26156863,11.02431373,29.02305882,56.39607843,28.87137255,30.06917647,63.47843137,14.35647059
619,orientalis,ad,jan,1938,30.54211765,58,13.14431373,30.24847059,55.54196078,35.69921569,27.87105882,60.4572549,17.22588235
620,orientalis,ad,feb,1919,32.31247059,59.35764706,11.85568627,31.07576471,49.6054902,40.82313725,27.14964706,56.92117647,20.06627451
621,orientalis,ad,mar,1934,31.20564706,58.7572549,13.02078431,31.24517647,55.6,38.61490196,27.55482353,58.94196078,15.87019608
622,orientalis,ad,jan,1927,NA,NA,NA,31.51764706,58.8427451,31.19019608,NA,NA,NA
623,orientalis,ad,oct,1920,28.00941176,57.4,14.57411765,31.21270588,50.34941176,41.85215686,NA,NA,NA
624,orientalis,ad,feb,1871,31.26776471,58.37686275,13.78823529,31.86635294,51.8027451,38.24117647,29.90823529,56.48901961,24.46
625,orientalis,1y,oct,1910,29.14447059,58.55176471,11.60705882,NA,NA,NA,NA,NA,NA
626,orientalis,ad,jan,1900,29.41270588,58.93686275,13.82,30.45458824,44.28392157,43.97333333,26.33505882,55.18117647,19.0254902
627,orientalis,1y,nov,1917,30.65364706,60.10588235,14.84117647,31.10541176,51.02588235,32.58392157,28.42870588,59.37803922,23.63529412
628,orientalis,ad,jan,1868,33.63529412,57.54039216,12.3227451,30.47294118,58.93490196,27.26941176,27.54352941,53.2572549,19.71254902
629,orientalis,ad,nov,1920,29.24188235,56.75803922,15.50196078,33.76941176,55.8854902,39.02431373,28.04470588,54.6454902,15.91333333
630,orientalis,1y,sep,1956,30.46305882,57.09843137,14.40823529,32.03576471,50.90980392,32.92352941,NA,NA,NA
631,orientalis,ad,mar,1919,31.02070588,60.58392157,11.57882353,31.68564706,58.41764706,38.33411765,28.18729412,57.81686275,25.76117647
632,orientalis,1y,oct,1920,27.22023529,57.50235294,24.97568627,NA,NA,NA,28.06023529,55.61058824,18.24431373
633,orientalis,ad,aug,1908,29.89270588,59.92823529,8.213333333,31.57129412,60.54470588,29.99098039,26.36752941,58.55803922,13.66666667
634,orientalis,ad,jul,1917,32.23623529,54.92039216,12.29882353,29.57929412,46.4,39.98745098,25.57552941,52.65647059,24.15843137
635,orientalis,ad,jan,1872,30.90070588,60.24941176,10.39137255,30.05505882,55.98039216,29.90980392,NA,NA,NA
636,orientalis,1y,sep,1917,29.59623529,62.69176471,10.11215686,31.07294118,51.36117647,41.40078431,27.71294118,59.26588235,13.66078431
637,orientalis,ad,nov,1865,28.81694118,57.08078431,18.23490196,29.98164706,53.17098039,35.63137255,27.69035294,59.99019608,16.54784314
638,orientalis,ad,may,1874,30.09317647,57.3,11.37607843,32.11905882,54.76705882,40.55490196,27.31905882,60.08078431,12.28588235
639,orientalis,1y,nov,1974,28.29176471,60.07647059,11.52784314,31.07858824,55.40705882,38.1054902,NA,NA,NA
640,orientalis,ad,may,1974,29.088,61.75568627,14.50784314,30.48705882,56.58705882,31.75019608,26.65411765,57.24470588,17.82745098
641,orientalis,ad,feb,1974,29.20235294,60.48392157,9.076078431,28.87482353,51.7345098,35.86,25.92705882,56.27372549,11.94588235
642,orientalis,ad,mar,1916,29.064,59.83843137,12.30745098,31.35670588,61.62235294,33.49647059,26.664,59.66588235,15.88156863
643,orientalis,ad,feb,1932,33.37976471,57.55137255,12.98078431,31.50917647,57.05411765,32.21137255,28.11529412,54.55411765,24.19607843
644,orientalis,ad,mar,1906,34.47952941,57.13215686,14.39529412,28.25788235,49.41058824,32.76156863,29.80235294,59.78392157,15.2145098
645,orientalis,ad,may,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,orientalis,ad,jan,1891,28.09552941,61.76470588,11.0945098,32.28,56.88627451,34.09176471,27.22870588,58.2572549,17.23254902
647,orientalis,ad,jan,1898,31.42870588,59.22862745,11.7654902,31.99623529,47.23647059,45.90588235,26.89835294,57.92823529,17.56235294
648,orientalis,ad,jun,1925,32.30541176,53.3545098,19.46078431,28.61364706,46.90666667,48.39882353,31.88752941,52.92470588,14.76
649,orientalis,ad,jan,1868,32.53129412,54.61647059,9.734509804,32.43529412,50.33176471,40.97215686,29.41835294,54.74431373,9.081568627
650,orientalis,ad,nov,1949,31.99482353,55.76784314,11.32666667,29.87858824,50.76509804,46.21607843,NA,NA,NA
651,orientalis,ad,jun,1925,31.72658824,55.57803922,16.76823529,33.07623529,53.38980392,35.01098039,28.72517647,56.89411765,13.47843137
652,orientalis,ad,dec,1930,30.56047059,56.96470588,15.60196078,31.368,57.76666667,27.86745098,28.87764706,53.4627451,16.34941176
653,orientalis,ad,sep,1942,30.06494118,56.91607843,12.34901961,31.70964706,58.67529412,32.07019608,28.87905882,53.30745098,14.14156863
654,orientalis,ad,jul,1917,NA,NA,NA,30.53647059,59.78745098,25.67137255,26.43105882,61.24705882,18.28745098
655,orientalis,1y,aug,1941,30.36141176,59.03137255,11.07529412,28.62917647,43.16627451,38.24392157,27.63952941,56.9054902,13.84666667
656,orientalis,ad,apr,1881,29.712,59.23411765,13.40941176,32.30541176,62.28196078,33.97921569,29.19670588,62.61254902,11.88705882
657,orientalis,1y,oct,1926,27.05788235,58.10156863,10.91686275,31.36094118,57.9054902,29.89882353,27.44188235,58.57647059,10.64156863
658,orientalis,ad,feb,1896,35.63294118,57.00196078,9.964313725,30.99388235,46.63411765,49.66156863,29.56235294,51.73137255,19.27372549
659,orientalis,ad,jul,1932,30.52094118,57.81843137,12.92078431,31.68282353,51.45921569,44.81921569,29.31670588,55.22862745,19.82941176
660,orientalis,ad,nov,1881,39.53788235,57.59137255,10.00509804,32.47482353,59.48431373,29.57294118,30.216,57.43960784,16.77686275
661,orientalis,ad,jan,1868,32.84188235,58.39647059,12.23843137,32.04282353,58.07960784,31.44862745,30.92470588,60.88627451,13.25647059
662,orientalis,ad,feb,1870,30.31482353,61.35921569,10.27843137,30.46870588,58.63176471,25.0145098,28.83811765,62.65058824,19.52
663,orientalis,ad,dec,1879,29.10070588,61.12039216,13.23098039,31.43858824,59.62156863,30.4945098,NA,NA,NA
664,orientalis,ad,mar,1876,32.22211765,58.90627451,12.35843137,30.05223529,50.85803922,40.75019608,NA,NA,NA
665,orientalis,ad,jan,NA,32.16141176,55.6654902,10.4054902,31.99764706,57.53294118,23.6,NA,NA,NA
666,orientalis,ad,dec,1958,29.40705882,55.25098039,20.96509804,30.37976471,46.13411765,46.05058824,NA,NA,NA
667,orientalis,ad,jan,1891,28.38070588,61.28078431,13.0827451,30.13976471,57.21921569,33.40196078,27.91482353,62.03764706,13.22352941
668,orientalis,1y,sep,1936,30.04094118,59.82392157,12.05490196,30.78070588,54.74235294,32.35411765,NA,NA,NA
669,orientalis,ad,nov,1937,32.68517647,53.97294118,13.24901961,31.47811765,48.97294118,32.32980392,NA,NA,NA
670,orientalis,ad,mar,1868,30.75670588,61.02941176,15.11960784,30.35435294,60.30941176,34.41098039,NA,NA,NA
671,orientalis,1y,sep,1873,30.60423529,57.68392157,8.992941176,30.19623529,48.24588235,33.03098039,27.13976471,57.43019608,12.5345098
672,orientalis,ad,jan,1891,30.768,54.01294118,19.55019608,29.47905882,47.18313725,33.74745098,27.20752941,51.43529412,20.99607843
673,orientalis,ad,jan,1876,32.05129412,54.93921569,16.71803922,32.68517647,52.23490196,31.40352941,27.61129412,53.37215686,16.43568627
674,orientalis,ad,may,1917,32.05129412,54.93921569,16.71803922,30.89929412,56.38392157,32.21411765,27.55482353,57.30039216,16.84352941
675,orientalis,1y,sep,1908,27.65788235,56.03803922,18.44313725,30.25552941,48.80941176,27.22901961,26.83058824,57.50117647,15.39607843
676,orientalis,ad,may,1874,30.01976471,53.17921569,15.42313725,30.97411765,48.77137255,36.45372549,28.72094118,49.81411765,15.6454902
677,orientalis,ad,mar,1916,32.77129412,52.75843137,15.06745098,30.87811765,53.07058824,33.13803922,27.99811765,54.96862745,14.97803922
678,orientalis,ad,dec,1866,33.57458824,53.88470588,11.10156863,30.70870588,52.37803922,32.4227451,NA,NA,NA
679,orientalis,1y,oct,1880,29.25882353,58.3,13.23254902,33.39811765,55.58470588,32.94509804,26.10352941,60.16509804,16.92470588
680,orientalis,ad,nov,1932,35.59764706,50.7945098,11.41176471,31.38070588,47.0945098,43.88117647,27.53505882,52.61294118,21.69019608
681,orientalis,ad,dec,1890,30.10164706,54.68313725,14.88509804,33.34447059,50.46745098,45.70862745,NA,NA,NA
682,orientalis,ad,oct,1867,32.70211765,57.21411765,13.01647059,30.70588235,52.76117647,36.79215686,29.36752941,58.84392157,17.06
683,orientalis,1y,oct,1942,27.89505882,59.24392157,10.81960784,31.28047059,56.83686275,26.26627451,26.64423529,59.95764706,11.7454902
684,orientalis,ad,dec,1867,30.18635294,55.65333333,14.56117647,30.73694118,53.59490196,28.90039216,28.71811765,56.99098039,14.61019608
685,orientalis,ad,nov,1896,31.19152941,56.86313725,14.29921569,29.76423529,41.59843137,52.94470588,NA,NA,NA
686,orientalis,ad,feb,1933,29.53694118,53.48862745,15.9172549,31.74917647,52.49176471,36.16509804,27.90494118,52.55490196,16.56588235
687,orientalis,ad,nov,NA,30.29082353,61.61960784,12.91529412,31.14917647,55.06666667,40.13960784,NA,NA,NA
688,orientalis,ad,nov,1894,33.00141176,55.69176471,13.08588235,31.75623529,51.3772549,42.16980392,28.76188235,56.51686275,19.77843137
689,orientalis,1y,aug,1941,30.13976471,57.74313725,13.93176471,30,42.60901961,42.49058824,27.07058824,54.33333333,20.0772549
690,orientalis,1y,jun,1908,32.96470588,54.58470588,11.72862745,30.82870588,48.57254902,41.03098039,30.95011765,49.46901961,18.05411765
691,orientalis,ad,nov,1894,31.99905882,57.06352941,11.59764706,30.73411765,48.66901961,33.90588235,28.54023529,56.87254902,15.79843137
692,orientalis,ad,nov,1894,32.27011765,54.31843137,12.41411765,31.90447059,46.91607843,41.99254902,26.97458824,50.58980392,13.37960784
693,orientalis,ad,nov,1894,31.68564706,55.51058824,12.95411765,30.91905882,54.97647059,40.0372549,28.38211765,59.54941176,15.81411765
694,orientalis,ad,feb,1862,30.80894118,59.84,12.03803922,30.09317647,59.58078431,25.78117647,29.73035294,60.21882353,13.95529412
695,orientalis,ad,jul,1933,31.07011765,55.85215686,11.18745098,32.38447059,56.52784314,36.3854902,NA,NA,NA
696,orientalis,ad,may,1932,32.712,53.45607843,14.64705882,32.62023529,49.58235294,36.18705882,29.87858824,54.43490196,18.53921569
697,orientalis,ad,jul,1907,32.07388235,55.39098039,13.89529412,31.06447059,51.47568627,42.75921569,30.13694118,55.05372549,11.97803922
698,orientalis,ad,nov,1899,31.27764706,58.18823529,13.81098039,31.14211765,59.22666667,32.81764706,28.63341176,61.50745098,19.09215686
699,orientalis,ad,apr,1913,33.45176471,54.74,10.19647059,32.52141176,49.87098039,40.03647059,NA,NA,NA
700,orientalis,ad,dec,1866,29.25035294,50.87490196,22.65137255,30.84423529,53.99294118,32.62901961,28.01505882,56.72823529,15.29529412
701,orientalis,ad,aug,1933,29.43811765,59.58980392,15.02431373,32.33364706,53.86784314,41.05647059,28.11529412,57.48941176,19.01960784
702,orientalis,ad,nov,1894,32.84611765,56.55058824,11.19803922,31.896,48.7972549,35.0427451,29.11341176,54.05294118,17.95607843
703,orientalis,1y,sep,1937,29.58494118,62.33176471,9.670980392,31.28752941,58.2827451,27.48941176,NA,NA,NA
704,orientalis,ad,oct,1902,29.80658824,61.23607843,14.50156863,30.35294118,61.01686275,31.75568627,NA,NA,NA
705,orientalis,ad,dec,1872,31.00941176,57.07215686,15.72,31.49082353,54.00470588,30.3572549,29.424,58.58313725,15.14588235
706,orientalis,ad,dec,1890,34.42447059,53.81372549,11.60666667,32.49458824,52.58862745,37.0427451,NA,NA,NA
707,orientalis,1y,oct,1977,28.88752941,61.45176471,10.11960784,30.15670588,51.24431373,36.55647059,NA,NA,NA
708,orientalis,1y,sep,1937,31.83811765,57.77568627,9.268627451,31.10682353,57.73333333,33.47960784,NA,NA,NA
709,orientalis,ad,feb,1900,32.89411765,55.00196078,10.99176471,30.72705882,52.86980392,25.44431373,NA,NA,NA
710,orientalis,ad,dec,1906,30.55058824,54.66196078,15.43294118,31.59388235,55.05137255,37.0854902,28.38070588,52.21176471,23.85137255
711,orientalis,ad,mar,1868,33.42494118,61.38313725,11.27294118,31.416,62.77098039,28.60666667,NA,NA,NA
712,orientalis,1y,jul,1871,32.12752941,58.61607843,12.63607843,31.67858824,58.41333333,29.3854902,NA,NA,NA
713,orientalis,ad,feb,1894,32.78964706,57.79647059,13.95372549,30.73694118,59.52862745,23.37294118,NA,NA,NA
714,orientalis,1y,oct,1875,30.28376471,60.91372549,9.740784314,31.44141176,57.92196078,27.78313725,NA,NA,NA
715,orientalis,1y,oct,1891,30.17647059,59.42705882,14.04941176,NA,NA,NA,NA,NA,NA
716,orientalis,ad,dec,1838,32.81929412,57.72470588,12.08627451,31.08564706,59.06156863,28.11098039,29.54682353,59.01686275,10.90862745
717,orientalis,ad,dec,1845,32.352,60.44470588,8.960784314,31.59247059,54.26745098,34.75686275,NA,NA,NA
718,orientalis,ad,dec,1894,29.664,59.22235294,11.83921569,30.95858824,58.79098039,27.11254902,28.20564706,63.10666667,11.31647059
719,orientalis,ad,may,1901,28.61929412,59.8172549,11.45372549,31.08141176,53.43568627,34.56156863,NA,NA,NA
720,orientalis,ad,apr,1884,29.33788235,62.84588235,11.00078431,NA,NA,NA,NA,NA,NA
721,orientalis,ad,mar,1891,28.36658824,60.33176471,17.26392157,NA,NA,NA,NA,NA,NA
722,orientalis,ad,apr,1916,30.70729412,56.79921569,13.15568627,30.50541176,60.60823529,31.33098039,NA,NA,NA
723,orientalis,ad,apr,1916,28.32564706,62.9372549,16.03098039,28.89317647,55.25647059,40.3627451,NA,NA,NA
724,orientalis,ad,oct,1916,30.29364706,57.74784314,10.34392157,31.59670588,55.05960784,38.94705882,NA,NA,NA
725,orientalis,ad,apr,1916,34.26776471,55.84352941,12.65372549,30.99529412,53.52784314,38.08823529,NA,NA,NA
726,orientalis,ad,apr,1916,33.74541176,58.25333333,13.72705882,30.70447059,49.82627451,38.61960784,NA,NA,NA
727,orientalis,ad,apr,1916,32.77835294,61.5145098,14.23686275,31.608,56.21019608,36.97333333,NA,NA,NA
728,orientalis,ad,apr,1916,31.62211765,57.87647059,15.94784314,31.72094118,49,48.65215686,NA,NA,NA
729,orientalis,ad,apr,1916,31.968,56.44627451,12.24313725,30.50823529,51.4254902,41.32862745,NA,NA,NA
730,orientalis,ad,apr,1916,30.02823529,55.93686275,16.52901961,32.26305882,48.28784314,39.66941176,28.35529412,56.25490196,17.6372549
